id,title,subtitle,credits,script,dataPath,imgPath,caption,chartType,xAxis,yAxis,URL,topic
41,U.S. Senate,Percentage of U.S. senators who are women,"Source: Center for American Women and Politics, Rutgers University and U.S. House of Representatives.
Percentages are the share of female senators at the outset of each term of Congress.","chart[20090] = [{""colors"":[""#387668"",""#64b6aa"",""#a2d2c8"",""#d1e9ea"",""#003a2c""],""plotOptions"":{""line"":{""marker"":{""fillColor"":""#FFFFFF"",""lineWidth"":2,""lineColor"":null,""enabled"":false}},""area"":{""lineWidth"":0,""marker"":{""enabled"":false}},""scatter"":{""marker"":{""fillColor"":null}},""bar"":{""stacking"":null},""column"":{""stacking"":null},""pie"":{""visible"":true,""dataLabels"":{""enabled"":true}}},""chart"":{""type"":""area"",""zoomType"":""none""},""subtitle"":{""text"":""Percentage of U.S. senators who are women""},""xAxis"":{""title"":{""text"":""Starting date of Congressional term""},""type"":""datetime"",""tickInterval"":5},""yAxis"":{""title"":[],""max"":""50""},""misc"":{""inlineTooltips"":false},""html"":{""waypoints"":""true"",""data_tab"":""Data"",""chart_tab"":""Chart"",""share_tab"":""Share"",""height"":""400px"",""iframe"":""true"",""iframe_tab"":""Embed"",""iframe_text"":""Copy and paste the below iframe code into your own website to embed this chart."",""title"":""Women in the U.S. Senate, 1965-2019"",""subtitle"":""Percentage of U.S. senators who are women"",""URL"":""https:\/\/www.pewsocialtrends.org\/chart\/women-in-the-u-s-senate\/"",""id"":20090,""slug"":""women-in-the-u-s-senate"",""domain"":""https:\/\/www.pewsocialtrends.org"",""credits"":"""",""creditsURL"":false,""creditText"":"" ""}}];",out/two_col/data/41.csv,out/two_col/imgs/41.png,"There are 25 women serving in the U.S. Senate, a historic high. Of these, 17 are Democrats and eight are Republicans. The first woman in the Senate was Rebecca Felton (D-Ga.), who was appointed to the seat as a political maneuver in 1922 and served just one day. Nancy Kassebaum (R-Kan.), who served in the Senate from 1978 to 1997, was the first female senator who was not initially elected to fill an unexpired congressional term.",area,Starting date of congressional term,Share of U.S. senators who are women,https://www.pewsocialtrends.org/fact-sheet/the-data-on-women-leaders/,Social & Demographic Trends
42,U.S. House,Percentage of U.S. representatives who are women,"Source: Center for American Women and Politics, Rutgers University and U.S. House of Representatives.
Percentages are the share of female representatives at the outset of each term of Congress. Does not include delegates from the U.S. territories or District of Columbia.","chart[20102] = [{""colors"":[""#387668"",""#64b6aa"",""#a2d2c8"",""#d1e9ea"",""#003a2c""],""plotOptions"":{""line"":{""marker"":{""fillColor"":""#FFFFFF"",""lineWidth"":2,""lineColor"":null,""enabled"":false}},""area"":{""lineWidth"":0,""marker"":{""enabled"":false}},""scatter"":{""marker"":{""fillColor"":null}},""bar"":{""stacking"":null},""column"":{""stacking"":null},""pie"":{""visible"":true,""dataLabels"":{""enabled"":true}}},""chart"":{""type"":""area"",""zoomType"":""none""},""subtitle"":{""text"":""Percentage of U.S. representatives who are women""},""xAxis"":{""title"":{""text"":""Starting date of Congressional term""},""type"":""datetime"",""tickInterval"":5},""yAxis"":{""title"":[],""max"":""50""},""misc"":{""inlineTooltips"":false},""html"":{""waypoints"":""true"",""data_tab"":""Data"",""chart_tab"":""Chart"",""share_tab"":""Share"",""height"":""400px"",""iframe"":""true"",""iframe_tab"":""Embed"",""iframe_text"":""Copy and paste the below iframe code into your own website to embed this chart."",""title"":""Women in the U.S. House, 1965-2019"",""subtitle"":""Percentage of U.S. representatives who are women"",""URL"":""https:\/\/www.pewsocialtrends.org\/chart\/women-in-the-u-s-house-1965-2015\/"",""id"":20102,""slug"":""women-in-the-u-s-house-1965-2015"",""domain"":""https:\/\/www.pewsocialtrends.org"",""credits"":"""",""creditsURL"":false,""creditText"":"" ""}}];",out/two_col/data/42.csv,out/two_col/imgs/42.png,"There are 102 women serving as voting members of the House of Representatives currently in the 116th Congress, comprising 23.4% of House members. Of these, 89 are Democrats and 13 are Republicans. In addition, four women serve as nonvoting delegates to Congress, representing American Samoa, the District of Columbia, Puerto Rico and the U.S. Virgin Islands. Jeannette Rankin (R-Mont.) was the first woman to be elected to Congress, taking office in 1917. Nancy Pelosi (D-Calif.) is the only woman to have served as speaker of the House. She was speaker from 2007 to 2011, served as the House minority leader in the Republican-controlled house from 2011 to 2019 and was elected speaker again in 2019. Cathy McMorris Rodgers (R-Wash.), chair of the Republican Conference, is the highest ranking Republican woman in the House.",area,Starting date of congressional term,Share of U.S. representatives who are women,https://www.pewsocialtrends.org/fact-sheet/the-data-on-women-leaders/,Social & Demographic Trends
43,State legislatures,Percentage of state legislators who are women,"Source: Center for American Women and Politics, Rutgers University.","chart[20105] = [{""colors"":[""#387668"",""#64b6aa"",""#a2d2c8"",""#d1e9ea"",""#003a2c""],""plotOptions"":{""line"":{""marker"":{""fillColor"":""#FFFFFF"",""lineWidth"":2,""lineColor"":null,""enabled"":false}},""area"":{""lineWidth"":0,""marker"":{""enabled"":false}},""scatter"":{""marker"":{""fillColor"":null}},""bar"":{""stacking"":null},""column"":{""stacking"":null},""pie"":{""visible"":true,""dataLabels"":{""enabled"":true}}},""chart"":{""type"":""area"",""zoomType"":""none""},""subtitle"":{""text"":""Percentage  of state legislators who are women""},""xAxis"":{""title"":[],""type"":""datetime""},""yAxis"":{""title"":[],""max"":""50""},""misc"":{""inlineTooltips"":false},""html"":{""waypoints"":""true"",""data_tab"":""Data"",""chart_tab"":""Chart"",""share_tab"":""Share"",""height"":""400px"",""iframe"":""true"",""iframe_tab"":""Embed"",""iframe_text"":""Copy and paste the below iframe code into your own website to embed this chart."",""title"":""Women in state legislatures, 1971-2019"",""subtitle"":""Percentage  of state legislators who are women"",""URL"":""https:\/\/www.pewsocialtrends.org\/chart\/women-in-state-legislatures-1971-2015\/"",""id"":20105,""slug"":""women-in-state-legislatures-1971-2015"",""domain"":""https:\/\/www.pewsocialtrends.org"",""credits"":"""",""creditsURL"":false,""creditText"":"" ""}}];",out/two_col/data/43.csv,out/two_col/imgs/43.png,"Women make up 25.5% of state senate seats and 29.7% of state house or assembly seats. Thirteen women serve in one of the top leadership posts in state senates, and an additional six are speakers of state houses. In 2019, Nevada became the first state with a majority-women state legislature at 50.8%. West Virginia has the smallest share, at 14.2%. The first women to serve in a state legislature were three Republicans elected to the Colorado House of Representatives in 1984.",area,Year,Share of state legislators who are women,https://www.pewsocialtrends.org/fact-sheet/the-data-on-women-leaders/,Social & Demographic Trends
44,Governors,Percentage of state governors who are women,"Source: Center for American Women and Politics, Rutgers University.","chart[20114] = [{""colors"":[""#387668"",""#64b6aa"",""#a2d2c8"",""#d1e9ea"",""#003a2c""],""plotOptions"":{""line"":{""marker"":{""fillColor"":""#FFFFFF"",""lineWidth"":2,""lineColor"":null,""enabled"":false}},""area"":{""lineWidth"":0,""marker"":{""enabled"":false}},""scatter"":{""marker"":{""fillColor"":null}},""bar"":{""stacking"":null},""column"":{""stacking"":null,""minPointLength"":1},""pie"":{""visible"":true,""dataLabels"":{""enabled"":true}},""series"":{""connectNulls"":false}},""chart"":{""type"":""column"",""zoomType"":""none""},""subtitle"":{""text"":""Percentage of state governors who are women""},""xAxis"":{""title"":[],""type"":""datetime""},""yAxis"":{""title"":[],""max"":""50""},""misc"":{""inlineTooltips"":false},""html"":{""waypoints"":""true"",""data_tab"":""Data"",""chart_tab"":""Chart"",""share_tab"":""Share"",""height"":""400px"",""iframe"":""true"",""iframe_tab"":""Embed"",""iframe_text"":""Copy and paste the below iframe code into your own website to embed this chart."",""title"":""Women governors, 1975-2019"",""subtitle"":""Percentage of state governors who are women"",""URL"":""https:\/\/www.pewsocialtrends.org\/chart\/women-governors-1975-2015\/"",""id"":20114,""slug"":""women-governors-1975-2015"",""domain"":""https:\/\/www.pewsocialtrends.org"",""credits"":"""",""creditsURL"":false,""creditText"":"" ""},""tooltip"":{""followPointer"":true}}];",out/two_col/data/44.csv,out/two_col/imgs/44.png,"To date, 44 women have served as governors in 30 states. In 2019, six Democratic and three Republican women are serving as governors. Nellie Tayloe Ross of Wyoming, a Democrat, was the first female governor; she was elected in a special election in 1924 to succeed her deceased husband. Ella Grasso, a Connecticut Democrat, was the first female governor elected in her own right, in 1975.",bar,Year,Share of state governors who are women,https://www.pewsocialtrends.org/fact-sheet/the-data-on-women-leaders/,Social & Demographic Trends
45,Cabinet-level positions,Percentage of Cabinet or Cabinet-level positions held by women,"Source: Center for American Women and Politics, Rutgers University.
Percentages are based on the maximum number of women serving concurrently in a given administration. Includes only women presidential appointees confirmed by the Senate to Cabinet or Cabinet-level positions. One woman served in a Cabinet-level position during Nixon's second term but the changing number of positions over the course of the term makes it impossible to provide a share.","chart[20116] = [{""colors"":[""#387668"",""#64b6aa"",""#a2d2c8"",""#d1e9ea"",""#003a2c""],""plotOptions"":{""line"":{""marker"":{""fillColor"":""#FFFFFF"",""lineWidth"":2,""lineColor"":null,""enabled"":false}},""area"":{""lineWidth"":0,""marker"":{""enabled"":false}},""scatter"":{""marker"":{""fillColor"":null}},""bar"":{""stacking"":null},""column"":{""stacking"":null,""minPointLength"":15},""pie"":{""visible"":true,""dataLabels"":{""enabled"":true}}},""chart"":{""type"":""column"",""zoomType"":""none""},""subtitle"":{""text"":""Percentage of Cabinet or Cabinet-level positions held by women""},""xAxis"":{""title"":[],""type"":""linear"",""labels"":{""rotation"":-90}},""yAxis"":{""title"":[],""max"":50,""tickInterval"":25},""misc"":{""inlineTooltips"":false},""html"":{""waypoints"":""true"",""data_tab"":""Data"",""chart_tab"":""Chart"",""share_tab"":""Share"",""height"":""400px"",""iframe"":""true"",""iframe_tab"":""Embed"",""iframe_text"":""Copy and paste the below iframe code into your own website to embed this chart."",""title"":""Women in the U.S. Cabinet"",""subtitle"":""Percentage of Cabinet or Cabinet-level positions held by women"",""URL"":""https:\/\/www.pewsocialtrends.org\/chart\/women-in-the-u-s-cabinet\/"",""id"":20116,""slug"":""women-in-the-u-s-cabinet"",""domain"":""https:\/\/www.pewsocialtrends.org"",""credits"":"""",""creditsURL"":false,""creditText"":"" ""}}];",out/two_col/data/45.csv,out/two_col/imgs/45.png,"The share of women concurrently serving in Cabinet-level positions peaked during President Bill Clinton’s second term, at 40.9%. During President Trump’s administration so far, the maximum share of women serving at one time has been 26.1%. Now, following Nikki Haley’s resignation as UN ambassador, the share stands at 21.7%. The first woman in a Cabinet-level position was Frances Perkins, appointed as secretary of labor by President Franklin D. Roosevelt in 1933. To date, seven women have served as labor secretary, more than in any other Cabinet or Cabinet-level position. Gina Haspel, appointed by President Donald Trump in 2018, is the first female director of the Central Intelligence Agency, a Cabinet-level position.",bar,Administration,Women,https://www.pewsocialtrends.org/fact-sheet/the-data-on-women-leaders/,Social & Demographic Trends
46,Fortune 500 CEOs,Percentage of Fortune 500 CEOs who are women,"Source: Fortune 500 and Catalyst.
Based on the percentage of women CEOs at the time of the annual published Fortune 500 list.","chart[20107] = [{""colors"":[""#387668"",""#64b6aa"",""#a2d2c8"",""#d1e9ea"",""#003a2c""],""plotOptions"":{""line"":{""marker"":{""fillColor"":""#FFFFFF"",""lineWidth"":2,""lineColor"":null,""enabled"":false}},""area"":{""lineWidth"":0,""marker"":{""enabled"":false}},""scatter"":{""marker"":{""fillColor"":null}},""bar"":{""stacking"":null},""column"":{""stacking"":null},""pie"":{""visible"":true,""dataLabels"":{""enabled"":true}}},""chart"":{""type"":""area"",""zoomType"":""none""},""subtitle"":{""text"":""Percentage of Fortune 500 CEOs who are women""},""xAxis"":{""title"":{""text"":""Year""},""type"":""datetime""},""yAxis"":{""title"":[],""max"":""50""},""misc"":{""inlineTooltips"":false},""html"":{""waypoints"":""true"",""data_tab"":""Data"",""chart_tab"":""Chart"",""share_tab"":""Share"",""height"":""400px"",""iframe"":""true"",""iframe_tab"":""Embed"",""iframe_text"":""Copy and paste the below iframe code into your own website to embed this chart."",""title"":""Women CEOs in Fortune 500 companies, 1995-2018"",""subtitle"":""Percentage of Fortune 500 CEOs who are women"",""URL"":""https:\/\/www.pewsocialtrends.org\/chart\/women-ceos-in-fortune-500-companies-1995-2014\/"",""id"":20107,""slug"":""women-ceos-in-fortune-500-companies-1995-2014"",""domain"":""https:\/\/www.pewsocialtrends.org"",""credits"":"""",""creditsURL"":false,""creditText"":"" ""}}];",out/two_col/data/46.csv,out/two_col/imgs/46.png,"The share of female CEOs of Fortune 500 companies reached an all-time high of 6.4% in 2017, with 32 women heading major firms. But the share fell to 4.8% in 2018 after several high-profile women left their posts, including Denise Morrison of Campbell Soup Co. and Meg Whitman of Hewlett Packard Enterprise. The late Katherine Graham, of The Washington Post Co., was the first female CEO to make the Fortune 500 list, in 1972. As recently as 1995, there were no female CEOs on the Fortune 500 list.",area,Year,Share of CEOs who are women,https://www.pewsocialtrends.org/fact-sheet/the-data-on-women-leaders/,Social & Demographic Trends
47,Fortune 500 board members,Percentage of Fortune 500 board members who are women,"Source: Catalyst, Deloitte and Heidrick & Struggles.","chart[20109] = [{""colors"":[""#387668"",""#64b6aa"",""#a2d2c8"",""#d1e9ea"",""#003a2c""],""plotOptions"":{""line"":{""marker"":{""fillColor"":""#FFFFFF"",""lineWidth"":2,""lineColor"":null,""enabled"":false}},""area"":{""lineWidth"":0,""marker"":{""enabled"":false}},""scatter"":{""marker"":{""fillColor"":null}},""bar"":{""stacking"":null},""column"":{""stacking"":null},""pie"":{""visible"":true,""dataLabels"":{""enabled"":true}}},""chart"":{""type"":""area"",""zoomType"":""none""},""subtitle"":{""text"":""Percentage of Fortune 500 board members who are women""},""xAxis"":{""title"":{""text"":""Year""},""type"":""datetime""},""yAxis"":{""title"":[],""max"":""50""},""misc"":{""inlineTooltips"":false},""html"":{""waypoints"":""true"",""data_tab"":""Data"",""chart_tab"":""Chart"",""share_tab"":""Share"",""height"":""400px"",""iframe"":""true"",""iframe_tab"":""Embed"",""iframe_text"":""Copy and paste the below iframe code into your own website to embed this chart."",""title"":""Women Fortune 500 board members, 1995-2017"",""subtitle"":""Percentage of Fortune 500 board members who are women"",""URL"":""https:\/\/www.pewsocialtrends.org\/chart\/women-fortune-500-board-members-1995-2013\/"",""id"":20109,""slug"":""women-fortune-500-board-members-1995-2013"",""domain"":""https:\/\/www.pewsocialtrends.org"",""credits"":"""",""creditsURL"":false,""creditText"":"" ""}}];",out/two_col/data/47.csv,out/two_col/imgs/47.png,"The share of women sitting on the boards of Fortune 500 companies has more than doubled, from 9.6% in 1995 to 22.2% in 2017.",area,Year,Share of board members who are women,https://www.pewsocialtrends.org/fact-sheet/the-data-on-women-leaders/,Social & Demographic Trends
48,University presidents,Percentage of university and college presidents who are women,"Source: American Council on Education, The American College President Study.
Percentages are based on U.S. accredited, degree-granting institutions.","chart[20112] = [{""colors"":[""#387668"",""#64b6aa"",""#a2d2c8"",""#d1e9ea"",""#003a2c""],""plotOptions"":{""line"":{""marker"":{""fillColor"":""#FFFFFF"",""lineWidth"":2,""lineColor"":null,""enabled"":false}},""area"":{""lineWidth"":0,""marker"":{""enabled"":false}},""scatter"":{""marker"":{""fillColor"":null}},""bar"":{""stacking"":null},""column"":{""stacking"":null},""pie"":{""visible"":true,""dataLabels"":{""enabled"":true}}},""chart"":{""type"":""area"",""zoomType"":""none""},""subtitle"":{""text"":""Percentage of university and college presidents who are women""},""xAxis"":{""title"":[],""type"":""datetime""},""yAxis"":{""title"":[],""max"":""40""},""misc"":{""inlineTooltips"":false},""html"":{""waypoints"":""true"",""data_tab"":""Data"",""chart_tab"":""Chart"",""share_tab"":""Share"",""height"":""400px"",""iframe"":""true"",""iframe_tab"":""Embed"",""iframe_text"":""Copy and paste the below iframe code into your own website to embed this chart."",""title"":""Women college presidents, 1986-2011"",""subtitle"":""Percentage of university and college presidents who are women"",""URL"":""https:\/\/www.pewsocialtrends.org\/chart\/women-college-presidents-1986-2011\/"",""id"":20112,""slug"":""women-college-presidents-1986-2011"",""domain"":""https:\/\/www.pewsocialtrends.org"",""credits"":"""",""creditsURL"":false,""creditText"":"" ""}}];",out/two_col/data/48.csv,out/two_col/imgs/48.png,"In 2016, 30.1% of university presidents were women, triple the share in 1986. Frances Elizabeth Willard became the first female college president in 1871, heading the Evanston College for Ladies in Illinois, which later merged with Northwestern University. In 1975, Lorene L. Rogers was the first woman to lead a major research university (University of Texas), and Judith Rodin in 1994 became the first permanent female president of an Ivy League institution (University of Pennsylvania).",area,Year,Share of university and college presidents who are women,https://www.pewsocialtrends.org/fact-sheet/the-data-on-women-leaders/,Social & Demographic Trends
49,"The rise of foreign students in the U.S., 2004-2016","Number of foreign students newly enrolled in associate, bachelor's, master's or doctorate degree programs","Note: Foreign students are full-time students on F-1 visas approved to study in the United States. Students approved for F-1 visas are assumed to be enrolled for studies at their sponsoring school. Data are based on the calendar year and are not available for 2013. The Great Recession began in December 2007 and ended in June 2009, as defined by the National Bureau of Economic Research.
Source: Pew Research Center analysis of U.S Immigration and Customs Enforcement data from 2004-2012 and 2014-2016 received through a Freedom of Information Act request.","chart[38684] = [{""colors"":[""#949D48"",""#c2c98b"",""#d6dab3"",""#eaecd8"",""#494e24""],""plotOptions"":{""line"":{""marker"":{""fillColor"":""#FFFFFF"",""lineWidth"":2,""lineColor"":null,""enabled"":false}},""area"":{""lineWidth"":0,""marker"":{""enabled"":false}},""scatter"":{""marker"":{""fillColor"":null}},""bar"":{""stacking"":null},""column"":{""stacking"":null},""pie"":{""visible"":true,""dataLabels"":{""enabled"":true}}},""chart"":{""type"":""line"",""zoomType"":""none""},""subtitle"":{""text"":""Number of foreign students newly enrolled in associate, bachelor's, master's or doctorate degree programs""},""xAxis"":{""title"":[],""type"":""datetime"",""plotBands"":[{""color"":""#F5F4EF"",""from"":1199145600000,""to"":1248912000000,""label"":{""text"":""Recession"",""verticalAlign"":""top"",""textAlign"":""center"",""style"":{""color"":""#6d6e71""}}}]},""yAxis"":{""title"":[]},""misc"":{""inlineTooltips"":false},""html"":{""waypoints"":false,""data_tab"":""Data"",""chart_tab"":""Chart"",""share_tab"":""Share"",""height"":""400px"",""iframe"":true,""iframe_tab"":""Embed"",""iframe_text"":""Copy and paste the below iframe code into your own website to embed this chart."",""title"":""The rise of foreign students in the U.S., 2004-2016"",""subtitle"":""Number of foreign students newly enrolled in associate, bachelor's, master's or doctorate degree programs"",""URL"":""https:\/\/www.pewresearch.org\/global\/chart\/foreign-students-u-s-higher-education-total\/"",""id"":38684,""slug"":""foreign-students-u-s-higher-education-total"",""domain"":""https:\/\/www.pewresearch.org\/global"",""credits"":""Note: Foreign students are full-time students on F-1 visas approved to study in the United States. Students approved for F-1 visas are assumed to be enrolled for studies at their sponsoring school. Data are based on the calendar year and are not available for 2013. The Great Recession began in December 2007 and ended in June 2009, as defined by the National Bureau of Economic Research.<br\/>Source: Pew Research Center analysis of U.S Immigration and Customs Enforcement data from 2004-2012 and 2014-2016 received through a Freedom of Information Act request."",""creditsURL"":false,""creditText"":"" ""}}];",out/two_col/data/49.csv,out/two_col/imgs/49.png,"The most common type of foreign student visa is the F-1 visa, and these are typically given to those pursuing college degrees. The number of newly enrolled foreign students with F-1 visas at U.S. colleges and universities has grown dramatically, increasing from 138,000 in 2004 to 364,000 in 2016. Much of this growth has happened since the start of the Great Recession.",line,Year,Foreign students,https://www.pewresearch.org/global/fact-sheet/foreign-students-in-the-u-s/,Global Attributes & Trends
50,"Top 10 countries of origin of foreign students in the U.S., 2016","Number of foreign students newly enrolled in associate, bachelor's, master's or doctorate degree programs","Note: Foreign students are full-time students on F-1 visas approved to study in the United States. Students approved for F-1 visas are assumed to be enrolled for studies at their sponsoring school. Data are based on the calendar year.
Source: Pew Research Center analysis of U.S Immigration and Customs Enforcement data from 2004-2012 and 2014-2016 received through a Freedom of Information Act request.","chart[39450] = [{""colors"":[""#949D48"",""#c2c98b"",""#d6dab3"",""#eaecd8"",""#494e24""],""plotOptions"":{""line"":{""marker"":{""fillColor"":""#FFFFFF"",""lineWidth"":2,""lineColor"":null,""enabled"":true}},""area"":{""lineWidth"":0,""marker"":{""enabled"":true}},""scatter"":{""marker"":{""fillColor"":null}},""bar"":{""stacking"":null},""column"":{""stacking"":null},""pie"":{""visible"":true,""dataLabels"":{""enabled"":true}}},""chart"":{""type"":""bar"",""zoomType"":""none""},""subtitle"":{""text"":""Number of foreign students newly enrolled in associate, bachelor's, master's or doctorate degree programs""},""xAxis"":{""title"":[],""type"":""linear""},""yAxis"":{""title"":[]},""misc"":{""inlineTooltips"":false},""html"":{""waypoints"":false,""data_tab"":""Data"",""chart_tab"":""Chart"",""share_tab"":""Share"",""height"":""400px"",""iframe"":true,""iframe_tab"":""Embed"",""iframe_text"":""Copy and paste the below iframe code into your own website to embed this chart."",""title"":""Top 10 countries of origin of foreign students in the U.S., 2016"",""subtitle"":""Number of foreign students newly enrolled in associate, bachelor's, master's or doctorate degree programs"",""URL"":""https:\/\/www.pewresearch.org\/global\/chart\/foreign-students-u-s-higher-education-top-10-countries-of-origin\/"",""id"":39450,""slug"":""foreign-students-u-s-higher-education-top-10-countries-of-origin"",""domain"":""https:\/\/www.pewresearch.org\/global"",""credits"":""Note: Foreign students are full-time students on F-1 visas approved to study in the United States. Students approved for F-1 visas are assumed to be enrolled for studies at their sponsoring school. Data are based on the calendar year.<br\/>Source: Pew Research Center analysis of U.S Immigration and Customs Enforcement data from 2004-2012 and 2014-2016 received through a Freedom of Information Act request."",""creditsURL"":false,""creditText"":"" ""}}];",out/two_col/data/50.csv,out/two_col/imgs/50.png,"Students from China, India and South Korea accounted for more than half (54%) of all newly enrolled foreign students pursuing degrees at U.S. colleges and universities in 2016.",bar,Country of origin,Number of students,https://www.pewresearch.org/global/fact-sheet/foreign-students-in-the-u-s/,Global Attributes & Trends
51,"Top 10 states for foreign students in the U.S., 2016","Number of foreign students newly enrolled in associate, bachelor's, master's or doctorate degree programs","Note: Foreign students are full-time students on F-1 visas approved to study in the United States. Students approved for F-1 visas are assumed to be enrolled for studies at their sponsoring school. Data are based on the calendar year.
Source: Pew Research Center analysis of U.S Immigration and Customs Enforcement data from 2004-2012 and 2014-2016 received through a Freedom of Information Act request.","chart[39483] = [{""colors"":[""#949D48"",""#c2c98b"",""#d6dab3"",""#eaecd8"",""#494e24""],""plotOptions"":{""line"":{""marker"":{""fillColor"":""#FFFFFF"",""lineWidth"":2,""lineColor"":null,""enabled"":true}},""area"":{""lineWidth"":0,""marker"":{""enabled"":true}},""scatter"":{""marker"":{""fillColor"":null}},""bar"":{""stacking"":null},""column"":{""stacking"":null},""pie"":{""visible"":true,""dataLabels"":{""enabled"":true}}},""chart"":{""type"":""column"",""zoomType"":""none"",""inverted"":true},""subtitle"":{""text"":""Number of foreign students newly enrolled in associate, bachelor's, master's or doctorate degree programs""},""xAxis"":{""title"":[],""type"":""linear""},""yAxis"":{""title"":[]},""misc"":{""inlineTooltips"":false},""html"":{""waypoints"":false,""data_tab"":""Data"",""chart_tab"":""Chart"",""share_tab"":""Share"",""height"":""400px"",""iframe"":true,""iframe_tab"":""Embed"",""iframe_text"":""Copy and paste the below iframe code into your own website to embed this chart."",""title"":""Top 10 states for foreign students in the U.S., 2016"",""subtitle"":""Number of foreign students newly enrolled in associate, bachelor's, master's or doctorate degree programs"",""URL"":""https:\/\/www.pewresearch.org\/global\/chart\/foreign-students-u-s-higher-education-top-10-states\/"",""id"":39483,""slug"":""foreign-students-u-s-higher-education-top-10-states"",""domain"":""https:\/\/www.pewresearch.org\/global"",""credits"":""Note: Foreign students are full-time students on F-1 visas approved to study in the United States. Students approved for F-1 visas are assumed to be enrolled for studies at their sponsoring school. Data are based on the calendar year.<br\/>Source: Pew Research Center analysis of U.S Immigration and Customs Enforcement data from 2004-2012 and 2014-2016 received through a Freedom of Information Act request."",""creditsURL"":false,""creditText"":"" ""}}];",out/two_col/data/51.csv,out/two_col/imgs/51.png,Ten states accounted for nearly two-thirds (63%) of newly enrolled foreign students at U.S. colleges and universities in 2016.,bar,State,Number of students,https://www.pewresearch.org/global/fact-sheet/foreign-students-in-the-u-s/,Global Attributes & Trends
