id,File_No,title,Gold Standard,img,data,BART,Chart2Text
296,multi_col-3568.txt,"Luxembourg households U.S., in all income tiers earn more than those in U.S., other Western European countries Median disposable household income in2010, by income tier Middle income Upper income","Incomes of middle-class households in the U.S. are greater than the incomes of most Western European middle classes. Financially, the American middle class is ahead of the middle classes in the Western European nations in terms of disposable (after-tax) household income, with the exception of Luxembourg. Middle-income households in Luxembourg lived on $71,799 annually in 2010, at the median, followed by $60,884 in the U.S. The middle class in Italy lived on a median income of $35,608, the most modest means among the countries analyzed. But lower-income Americans are at the middle of the pack in terms of earnings, lagging behind or barely matching lower-income adults in Luxembourg, Norway, the Netherlands and Denmark. (Incomes are adjusted for household size, scaled to a household size of three, and expressed in 2011 prices and purchasing power parities; see the report’s Methodology section for more.)",dataset/multiColumn/imgs/3568.png,dataset/multiColumn/data/3568.csv,"The economic well-being of Luxembourg is similar to that of the U.S. ( $ 35,769 ), where households in the highest income tier earn more than those in the lowest income tier. In fact, the highest-income tier of households in Luxembourg earned $ 5,848 in 2010, compared with $ 7,927 among those in all Western European countries surveyed. The Luxembourg economy ranks second in the share of upper-income households ( with a median income of $ 25,000 in 2010 ), and fifth in the total income ( $ 44,600 ).",
297,multi_col-1673.txt,More Have Confidence in Obama than McCain 84 of,"In the Pew Global Attitudes Project poll, Obama consistently received more positive reviews than either Bush or McCain. In nearly all of the countries surveyed, there was more confidence in Obama than in McCain, and in many countries the gap between the Democratic and Republican nominees was striking. While 84% of the French who were following the race voiced confidence in Obama, only one-in-three said the same about McCain. Similar gaps were found throughout Europe and in a diverse group of countries.",dataset/multiColumn/imgs/1673.png,dataset/multiColumn/data/1673.csv,"Obama's travel itinerary will take him to three European countries where he is extremely popular : France, Germany and Britain. In France, 84 % of those following the U.S. presidential race say they have confidence in Obama to do the right thing in world affairs ; only a third, however, are confident in McCain. The numbers are almost identical in Germany ( 82 % confidence in McCain, 33 % in Obama ). The gap between the two candidates is slightly less pronounced in Britain, although it is still a staggering 30 percentage points — 74 % have confidence In Obama, 44 % in Romney. Obama also receives higher",
298,multi_col-1865.txt,Intern ational New S Sto ries People Have -- and Have Not INTERTARIZED Heard Ab out,"One frequently cited example of the U.S. turning around its image in a difficult environment is Indonesia, where U.S. humanitarian assistance following the horrific December 2004 tsunami helped improve America’s image in the world’s largest Muslim country. Prior to the tsunami, favorable attitudes toward the U.S. had plummeted in reaction to the Iraq war, however after the tragedy and the influx of American aid favorable views of the U.S. more than doubled, jumping from 15% to 38%. Recently, we have seen a similar, although more limited, pattern in Pakistan where American aid following the October 2005 earthquake helped drive favorable opinions of the U.S. up slightly, from 23% in 2005 to 27% in 2006.",dataset/multiColumn/imgs/1865.png,dataset/multiColumn/data/1865.csv,"In the new survey, we also find that substantial majorities in most countries have heard or read nothing at all about the coronavirus pandemic and have not INTERTARIZED it. Among the countries we surveyed, the spread of the virus is the top story, with more than eight-in-ten in the U.S. ( 83 % ) and Canada ( 84 % ) expressing concern. But that isn't the case everywhere. The exception is Pakistan, where about two-thirds ( 65 % ) of the population has not heard or reads a book or newspaper in the past year.","Nearly six-in-ten registered 0 ( Intern % ) out support New Have it is a Not INTERTARIZED Heard to be Ab out , while 0 % Have it is a out INTERTARIZED Heard and 58.0 % Have it is out INTERTARIZED Heard .  out Have S Sto ries % think it is a Not INTERTARIZED Heard to be Ab out , 0 % Have it is a out INTERTARIZED Heard and 0 % think it is out INTERTARIZED Heard .  New S are divided racially and ideologically on both questions ."
299,multi_col-1461.txt,"Many in Nigeria, Kenya, South Africa favorable toward China, confident in Xi % who have afavorable view ofChina/confidence in Chinese President Xi Jinping to do the right thing regarding world affairs","Here’s one example: Given the considerable attention that China has received for its investments in Africa, how do people in key African nations see China and its leadership? As of 2019, public opinion toward China runs more positive than negative in three sub-Saharan African countries surveyed by the Center: Nigeria, Kenya and South Africa. Majorities in Nigeria and Kenya have a positive impression of China (70% and 58%, respectively), while South Africans are a bit more divided (46% favorable, 35% unfavorable).
 The pattern is similar when it comes to views of China’s leader, President Xi Jinping. Majorities in Nigeria and Kenya express confidence in Xi to do the right thing when it comes to world affairs (61% and 58%, respectively). Among people in South Africa, 52% have confidence in Xi while 29% do not.",dataset/multiColumn/imgs/1461.png,dataset/multiColumn/data/1461.csv,"Chinese President Xi Jinping is visiting France, Italy and Monaco this week to strengthen relations with potential European investment partners, though he does so at a time when EU countries lack confidence in him and do the right thing regarding world affairs. According to a Pew Research Center survey conducted in spring 2015, about seven-in-ten or more people in Nigeria, Kenya, South Africa and the U.S. express confidence in Xi's leadership on the global stage.",
300,multi_col-2811.txt,"Government, schools and individuals are all seen as sharing responsibility for preparing workforce for the future.","Publics place responsibility for dealing with the evolving nature of work on a variety of institutions and actors. Government looms large in the minds of many. Nearly eight-in-ten Argentines say government has a lot of responsibility for ensuring that the nation’s workforce has the right skills and education to succeed in the future, and more than seven-in-ten hold this view in South Africa, Brazil, Greece and Italy. Only in the U.S. do fewer than half believe the government has a lot of responsibility for preparing the nation’s workforce.
 Schools, according to most, also have a major role to play in preparing workers for the future. Majorities in every country surveyed except Japan believe the educational system has a lot of responsibility for ensuring that the workforce has the proper skills and education for the jobs of the future. This perspective is especially common in Argentina, South Africa and Brazil.
 Most also see a role for individuals. This is particularly true in the U.S, Argentina and Brazil, where more than seven-in-ten say individuals themselves have a lot of responsibility for making sure they are prepared for the future economy. Again, Japan – where just 39% express this opinion – is an outlier.
 Employers are seen as having somewhat less responsibility for making sure the workforce has the education and skills necessary for success. Still, roughly half or more believe employers have a lot of responsibility in Argentina, Brazil, South Africa, Hungary, Italy, the U.S., Canada and Greece.",dataset/multiColumn/imgs/2811.png,dataset/multiColumn/data/2811.csv,"In the U.S., 72 % say government schools and organizations are all seen as sharing responsibility for preparing the American workforce for the future. By contrast, just six-in-ten say the same in Greece ( 62 % ), Italy ( 59 % ) and Hungary ( 53 % ).",
301,two_col-254.txt,Not a moral issue Morally acceptable,"More recently, there has been a major shift in attitudes on whether it is immoral to smoke marijuana. Currently, 32% say that smoking marijuana is morally wrong, an 18-point decline since 2006 (50%). Over this period, the percentage saying that smoking marijuana is not a moral issue has risen 15 points (from 35% then to 50% today).",dataset/imgs/254.png,dataset/data/254.csv,"Americans have become less accepting of homosexuality as a moral issue in recent years. Just 10 % of Americans surveyed in the fall of 2006 say homosexuality was morally acceptable, up from 35 % who said the same in 2006. When it comes to morality, a majority of Americans ( 50 % ) now see homosexuality as morally acceptable and 35 % say it is morally acceptable.","Majorities of U.S. adults issue the Morally acceptable is too little to 2006 the of .  Similar shares issue the acceptable is too little to 2013 water ( 68 percent ) and air quality ( 35 percent ) , while Not issue the same when it comes to protecting and ( 50 percent ) and protecting open lands in the national parks ( 55 percent ) ."
302,multi_col-3788.txt,"Most women and men say Trump has little respect for women, but more women say he has no respect at all % ofregistered voters who say each candidate has None at all Not too much a fair amount Donald a great deal","About three-quarters of registered voters (76%) say Clinton has a great deal or fair amount of respect for women, while just half as many (38%) say this about Trump, according to a Pew Research Center survey conducted Oct. 20-25. A majority of voters (60%) say Trump has little or no respect for women, including 36% who say he has no respect at all for women.
 Roughly equal shares of women (62%) and men (58%) say Trump has little or no respect for women, but women are far more likely to say he has no respect at all: 43% say this, compared with 29% of men. There are no significant gender differences in perceptions of Clinton’s respect for women.",dataset/multiColumn/imgs/3788.png,dataset/multiColumn/data/3788.csv,"While majorities of both men and women say Trump has little or no respect for women ( 82 % of women and 65 % of men ), those who identify as Republican men ( 63 % each ) are more likely to say Trump does not respect women at all.","More than half of U.S. voters ( 15_ % ) say the reasons why Trump people have been hospitalized at respect more than other racial or ethnic groups have more to do for circumstances beyond people has control .  Still , a sizable share ( 24_65_ % ) says it has more to do for people has choices and lifestyles .  Two-thirds of Trump voters say these reasons have more to do for circumstances beyond people has control ."
303,multi_col-2120.txt,Americans 65 and older generate one-third of public tweets from U.S. adults that mention national politics,"Reflecting the modest share of all Twitter users they represent, older adults on Twitter don’t produce a great deal of the total content. But this group is much more inclined to talk about national politics in their tweets than younger users. Those ages 65 and older produce just 10% of all tweets from U.S. adults, but these older Twitter users contribute 33% of tweets related to national politics. More broadly, those 50 and older produce 29% of all tweets but contribute 73% of tweets mentioning national politics. By contrast, 18- to 29-year-olds produce 20% of all public tweets from U.S. adults, but just 4% of political tweets.",dataset/multiColumn/imgs/2120.png,dataset/multiColumn/data/2120.csv,"Among Twitter users ages 65 and older, roughly one-quarter ( 23 % ) of tweets that mention national politics mention Trump. A similar share ( 20 % ) mention Biden as a major factor in a tweet conversation focused on national politics.","Urban and rural residents see older generate as a major politics in communities .  65 half of urban ( 20_ percent ) and rural ( 0 % ) residents say older generate is a major politics where they live ( 4_ percent of suburbanites say the same ) .  Across Ages politics types , those U.S. a bachelor 's that one-third more likely to see older generate as a major politics issue ."
304,multi_col-2821.txt,"Rural adults are less likely than those in other areas to have high-speed internet at home, own a smartphone","And while the broadband gap between rural and non-rural Americans has narrowed over time, rural adults remain less likely to have a high-speed internet connection at home. Seven-in-ten suburban residents and two-thirds of urban dwellers say they subscribe to broadband services at home, compared with 58% of rural adults, according to a separate Pew Research Center survey conducted in January.",dataset/multiColumn/imgs/2821.png,dataset/multiColumn/data/2821.csv,"Few Americans in rural areas are likely to have high-speed internet at home. Only 6 % of rural adults say they have broadband at home, compared with 90 % of adults in other areas of the country. They are also less likely to say they Subscribe to home broadband services ( 70 % vs. 67 % ).","Rural , blacks Asians and Hispanics have built up substantial positions as business owners in several sectors of the U.S. economy .  But based on Rural , those Rural are on average considerably smaller than white- or male-owned firms , according to a Pew Research Center analysis of recently released data from the U.S. Census Bureau .  Overall , Use Rural more than half of the nation 's 27.6 million firms in 2012 , according to preliminary results from the Survey of Business Owners , and Rural more than 9.9 million Rural , about 90.0 % of the total ."
305,multi_col-34.txt,Post-Graduate Experience + – Party ID,"Democrats now hold a 12-point lead (52% to 40%) in leaned party identification among those with at least a college degree, up from just a four point gap seen as recently as 2010 (48% to 44%). Much of this advantage has come among adults with post-graduate experience; currently, 56% lean Democratic while just 36% lean Republican. Among those who have received a college degree but have no post-graduate experience, the gap is much narrower: 48% identify as Democrats or lean Democratic, while 43% affiliate with the GOP or lean Republican. Back to top",dataset/multiColumn/imgs/34.png,dataset/multiColumn/data/34.csv,"Democrats hold a four-point lead ( 52 % to 36 % ) in leaned party identification among those who have graduated from college, up from just a four point gap seen as recently as 2010 ( 48 % to 44 % ). Much of this advantage has come among adults with post-graduate experience ; currently, 56 % lean Democratic while just 36 % lean Republican. Among those who had received a college degree but have no post-grad experience, the gap is much narrower : 48 % identify as Democrats or lean Democratic, while 43 % affiliate with the GOP or lean Republican ). Back to top","Republicans hold a 36 % -40 lead over the Democrats in leaned – identification among whites .  The Democrats hold an 80 % -11 advantage among blacks , and lead by more than two-to-one among Hispanics ( 56 % -26 ) .  Asian Americans also lean Democratic by a wide margin ( 65 % -23 ) ."
306,multi_col-1165.txt,Fewer Satisfied with 2012 Field this year? Not too/Not at all satisfied,"In September 2008, far more voters (72%) said they were satisfied with the presidential choices that year. More voters also were satisfied with the candidates in the 2004 (66%), 2000 (64%) and 1996 (61%) campaigns.",dataset/multiColumn/imgs/1165.png,dataset/multiColumn/data/1165.csv,"Currently, 44 % of voters say they are satisfied with the way things are going in the Democratic Party, while 42 % are not too or not at all satisfied. That is little changed over the course of 2012, when registered voters were less than satisfied with their party's presidential nominee.","'s expressed desire for the satisfied spot varied markedly by age and race , though among all subgroups were less Satisfied Field Not than Oct to say so .  Only 29 % of Satisfied Field Not said too/Not 'd Satisfied Field Not to be a year or satisfied someday , as opposed to 53 % of 36 and 51 % of Hispanic .  And 61 % of Millennial ( ages 18 to 32 ) said too/Not wanted to be a year someday , compared with 41 % of Gen-X ( ages 33 to 48 ) and 21 % of Baby Boomer ( ages 49 to 67 ) ."
307,multi_col-2463.txt,"Indians think trade is good for their country, creates jobs, and raises wages.","The rise in intense Indian support for trade reflects a widely shared perception that international commerce benefits individuals. Contrary to public opinion in the U.S., Europe and Japan, a majority of Indians believe trade with other countries leads to an increase in wages (57%) and creates jobs (56%). And such sentiment is up slightly from 2014. Few Indian adults believe trade kills jobs (15%) or undermines wages (13%). At the same time, roughly half of Indians (52%) say trade increases prices, a sentiment that is widely shared in other emerging markets yet is contrary to economic theory that international commerce should lead to falling prices.",dataset/multiColumn/imgs/2463.png,dataset/multiColumn/data/2463.csv,"Indians are more likely than their Western counterparts to agree that trade is good for their country. More than seven-in-ten Indians ( 68 % ) say trade creates jobs, compared with only 11 % who say it does not have an impact on the economy. Similarly, a median of 53 % across the 14 emerging markets surveyed say trade increases jobs and 37 % say it decreases wages.",
308,multi_col-2472.txt,"Since 2005, EU countries have received billions of investment dollars from China","The latest attempt by Beijing to woo European cooperation in investment partnerships is not China’s first foray into the region. In fact, all 10 countries surveyed have received billions of dollars from China across different industries since 2005, according to an analysis of American Enterprise Institute’s China Global Investment Tracker.",dataset/multiColumn/imgs/2472.png,dataset/multiColumn/data/2472.csv,"Since 2005, the number of investment dollars from China has increased by 113 %, the most since the end of World War II. This has meant that six European countries, as well as Germany, France, the Netherlands and Sweden, have received more than $ 25 billion in investment from China.",
309,multi_col-1286.txt,Which President During Your Lifetime Has Done the Best Job? Millennial,"A majority of Xers also named Clinton as best (38%) or second-best (18%), while 43% cite Reagan (34% as best, 9% as second-best). Just 23% of Xers say that Obama is the best or second best president of their lifetimes; 18% cite George H. W. Bush and 14% cite George W. Bush.",dataset/multiColumn/imgs/1286.png,dataset/multiColumn/data/1286.csv,"Only among the Silent generation did presidents in office before Kennedy receive a significant number of mentions. But even among this older group, Clinton and Reagan were essentially tied for the top positions. Reagan was cited by 36 % and Clinton by 35 % as best or second-best. Kennedy was mentioned by 29 %, Dwight D. Eisenhower by 17 %, and Harry S Truman and Franklin D. Roosevelt were named by 11 % and 12 %, respectively. Read more","Only among the Silent generation did presidents in office before Kennedy receive a significant number of mentions .  But even among this older group , Clinton and Reagan were essentially tied for the top positions .  Reagan was cited by 36_ % and Clinton by 35 % as President During Your Lifetime Has Done Best Job Millennial or second-best ."
310,two_col-113.txt,Trusted News Brands,"For example, among those who have heard of CNN but did not get news there, expressions of trust and distrust are roughly equal – 37% trust and 33% distrust. (Fully 80% of those who heard of it and consumed it say they trust it.) PBS, however (trusted by 84% of those who got news there in the past week), was roughly twice as trusted as distrusted outside its core audience (34% v. 16%).",dataset/imgs/113.png,dataset/data/113.csv,"Nearly eight-in-ten Americans ( 79 % ) say they trust television news organizations – including 23 % who say they strongly trust them –. Among those who trust other news outlets, the vast majority ( 84 % ) says they trust ABC.","Though ABC is a divisive issue , more than half of take a non-absolutist position , saying that in 38_ – but not 23_ – , ABC be 23_ ( CBS_ percent ) or ABC_ ( CBS_ percent ) .  Fewer take the position that in 23_ abortion be either 23_ ( 22_ % ) or ABC_ ( 77_80_78_85_81_84_89_ % ) ."
311,multi_col-2256.txt,Layoffs continue at the largest U.S. digital-native news outlets,"Among the largest digital-native news outlets – those with a monthly average of at least 10 million unique visitors – 14% went through layoffs in 2018, down from 20% in 2017.",dataset/multiColumn/imgs/2256.png,dataset/multiColumn/data/2256.csv,"Layoffs continue at the largest U.S. digital-native news outlets, CNN, Fox News and MSNBC. In 2017, roughly one-fifth of these organizations – and around a third of all journalists – said they were laid off. That's the largest percentage decline for any outlet, according to a Pew Research Center analysis of recently released data from the Center's Internet & American Life Project. TheLayoff story is just the second part of a broader decline that has unfolded at some of the largest online news outlets. In the first quarter of 2018, roughly five-in-ten outlets ( 41 % ) said",
312,multi_col-2250.txt,Americans' confidence in scientists to act in the public interest up since 2016,"Public confidence in scientists to act in the public interest has increased in recent years. Overall, 35% of Americans say they have a great deal of confidence in scientists, up 14 percentage points from 2016. Americans have about the same level of confidence in scientists as they do in the military – and more than they do in some other groups and institutions, including the news media, business leaders and elected officials.",dataset/multiColumn/imgs/2250.png,dataset/multiColumn/data/2250.csv,"Scientists'confidence has increased since 2016, when a Pew Research Center survey found the majority of U.S. adults ( 55 % ) said they were `` very confident '' that scientists would act in the public interest. In contrast, three-quarters of Americans expressed little confidence in scientists in the same way in 2016.","A majority of Latino ( 21 % ) and black ( 27 % ) '19 scientists it interest be up to act public to identify 2016 .  On the other hand , a majority of white '19 ( 49 % ) scientists 2016 it to 2016 , local police interest up an active role ."
313,multi_col-4294.txt,Republicans unhappy with how the GOP represents them on immigration.,"5 Candidate Donald Trump has drawn attention to the issue of illegal immigration with his proposals to force Mexico to build a wall along the southern border and force deportations of those living in the U.S. illegally. But even before he made immigration an issue, about six-in-ten (59%) Republicans said in May that their party was not doing a good job representing their views on illegal immigration. This includes about two-thirds (65%) of Republicans who opposed legal status for undocumented immigrants. More than half (55%) who did favor a path to legal status also were unhappy with the party.",dataset/multiColumn/imgs/4294.png,dataset/multiColumn/data/4294.csv,"About six-in-ten ( 59 % ) Republican registered voters say the Republican Party represents them very or somewhat negatively on immigration. A similar share ( 55 % ) says the GOP represents them fairly. In addition, 55 % say the party is not doing a good job representing them. In a survey conducted in June, just 30 % of GOP voters said the party represented them well on this issue. Among GOP leaners, views on immigration are more mixed : 55 % support a path to legal status for the GOP, while 45 % say it represents them not much. When it comes to allowing them to stay in the U","In a year in which big tech companies faced increased scrutiny , nine-in-ten Republicans immigration and around six-in-ten Democrats ( 59 % ) immigration said it 's Republicans) them immigration intentionally .  Overall , around three-quarters of U.S. adults ( 34.0 % ) said in that it 's Be or legally Republicans) them immigration they find objectionable .  In late , Twitter began labeling tweets by Trump as misleading , prompting the president and some of his supporters to accuse immigration platforms of censoring conservative voices ."
314,two_col-43.txt,"Top 10 countries of origin of foreign students in the U.S., 2016","Students from China, India and South Korea accounted for more than half (54%) of all newly enrolled foreign students pursuing degrees at U.S. colleges and universities in 2016.",dataset/imgs/43.png,dataset/data/43.csv,"Estimated spending by newly enrolled foreign students at U.S. colleges and universities increased by about 184 % from 2008 to 2016. The top places of origin for foreign students during this time include China ( 108,000 ), South Korea ( 278,800 ), and Saudi Arabia ( 275,900 ). In addition, foreign students from China spent an estimated $ 15.5 billion on college in 2016, compared with $ 5.9 billion in 2008 and $ 7.8 billion in 2007. ( Note that much of this growth has happened in other countries. )","students students listening in origin , such as listening to AM/FM stations students or streaming other students audio , remained steady after years of increase .  In China , 108000 % of Americans ages 12 and older have ever listened to students in a students phone , up from just 6000 % in Nepal ."
315,multi_col-1699.txt,Views of China 36,"American public opinion regarding China is roughly divided between those with a favorable (39%) and those with an unfavorable (42%) view. U.S. attitudes toward China have changed little since 2007, when 42% had a positive and 39% a negative opinion.
 Ratings for China are decidedly negative in three of the four Western European countries included in the survey. Fewer than one-in-three respondents in Germany, France or Spain express a positive opinion. Moreover, attitudes toward China have grown more negative in all three countries since last year. This is especially true in France, where China’s favorability rating has plummeted from 47% to 28%. This year’s decline continues a slide among Western Europeans over the last few years — since 2005, China’s favorability score has dropped 30 percentage points in France, 26 points in Spain, and 20 points in Germany. And while a plurality in Great Britain continues to express a positive view, opinions of China there are down significantly from 2005, when 65% offered a positive rating.",dataset/multiColumn/imgs/1699.png,dataset/multiColumn/data/1699.csv,"More than eight-in-ten Russians ( 84 % ) give China high marks, as does a median of 59 % in the U.S. and 60 % of China. But views of the Asian superpower are more mixed. In South Korea, 84 % of the public has a favorable view of China, while nearly as many ( 45 % ) hold an unfavorable view.",
316,multi_col-3291.txt,"Few favor rule by strong leader, military a system in which a strong parliamentor leader can make decisions would be a way of governing our country a system in which the military rules the country would be a way of governing four country","Only 2% of foreign policy experts think military rule would be appropriate for governing their countries. Publics across Western Europe and North America roughly mirror experts, with a median of 11% saying they think a military government would be a good thing. Again, though, support varies across countries. Germany and Sweden are the least positive (4% each), while Americans, the French and Italians are the most (17% each). As with opposition to a strong leader, those with more education tend to be more opposed to rule by the military across most of the countries surveyed.",dataset/multiColumn/imgs/3291.png,dataset/multiColumn/data/3291.csv,The public's views of a system in which a strong leader can make decisions would be a way of governing the four countries would be decidedly negative. Only about a quarter of Americans ( 26 % ) support a system where the military rules the country – as opposed to a system rigged against the wealthy and powerful. And only 11 % of the public say allowing a strong president to make decisions on major national issues would be appropriate.,"Few about health care reform ran a close second to Few about swine flu in terms of public Few .  About a third ( 32 % ) followed health care reform Few very closely , while 22 % say this was their top leader of the week .  According to PEJ , health care reform topped the Few media 's agenda , accounting for 11 % of the newshole ."
317,multi_col-3071.txt,"Turkey Applicants from Haiti, Nigeria and Turkey drove much of Canada's asylum seeker increase in 2017 Number of asylum Refugee applications referred to Canada's Immigration of citizenship asylum and Refugee applications Boardin 2016 and 2017, by country of citizenship Refugee","Of the referred cases in 2017, asylum seekers from Haiti (8,286) had the most applications, followed by Nigeria (5,575) and Turkey (2,197). No country saw a bigger increase in referred applications from 2016 to 2017 than Haiti, which had only 631 referred applications in 2016. As a result, Haiti accounted for almost a third (32%) of Canada’s overall increase in referred asylum claims in 2017.",dataset/multiColumn/imgs/3071.png,dataset/multiColumn/data/3071.csv,"About one-in-four ( 27 % ) asylum seekers from Haiti, Nigeria and Turkey drove much of the increase in the number of applications in 2017. The vast majority of these applications were referred to Canada's Immigration and Refugee Board for review in 2016 and 2017. Applications from Turkey accounted for more than half ( 54 % ) of all asylum applications made in 2017, the highest number for any year since data on self-reported refugees became publicly available in 2002.",
318,multi_col-3463.txt,"Democrats far more likely than Republicans to say social media highlight important issues, but both sides agree these sites are a distraction","On the more positive side, about two-thirds of Americans say the statements “social media highlight important issues that might not get a lot of attention otherwise” (65%) and “social media help give a voice to underrepresented groups” (64%) describe social media very or somewhat well. Half of Americans also say the statement “social media make it easier to hold powerful people accountable for their actions” describes these platforms at least somewhat well.
 But even larger shares of the public think these platforms are distractions and that people may be engaging in “slacktivism” – a term critics have used to describe activism online. Roughly eight-in-ten Americans (79%) say the statement “social media distract people from issues that are truly important” describes social media very or somewhat well, while a similar share (76%) say the same about the statement “social media make people think they are making a difference when they really aren’t.”
 Democrats are more likely than Republicans to see positive impacts of social media. For instance, three-quarters of Democrats say the statement “social media highlight important issues that may not get a lot of attention otherwise” describes these platforms at least somewhat well, compared with 55% of Republicans. Democrats are also more likely than Republicans to say these platforms help give a voice to underrepresented groups (75% vs. 52%) and make it easier to hold powerful people accountable for their actions (60% vs. 40%).
 By comparison, there is more partisan agreement when it comes to some negative aspects of using social media platforms for political engagement. However, Republicans are a bit more likely than Democrats to believe that social media distract people from issues that are truly important (82% vs. 77%) or make people think they are making a difference when they really aren’t (80% vs. 74%).",dataset/multiColumn/imgs/3463.png,dataset/multiColumn/data/3463.csv,"Similarly, Democrats are far more likely than Republicans to say social media help give a voice to underrepresented groups ( 80 % vs. 55 % ). However, both parties agree that social media are a distraction from important issues, while Republicans are more likely to say these sites help make people think they are difference making a difference ( 75 % of Democrats say this vs. 52 % of Republicans ).",
319,multi_col-3525.txt,Divisions within NATO on defending an alliance fally If Russia got into a serious military conflict with one of to defend that country?,"For their part, a solid majority of Americans say the U.S. should militarily defend a NATO ally if embroiled in an armed conflict with Russia. Asked about their own country’s obligation under the same scenario, more than half in the Netherlands (72%), Poland (62%), Canada (58%) and France (53%) support living up to their mutual defense commitment as a member of NATO. Just 40% of Germans back such assistance. In most countries surveyed, the more people perceive Russia as a major threat, the greater their willingness to come to a security partner’s defense.",dataset/multiColumn/imgs/3525.png,dataset/multiColumn/data/3525.csv,"A median of 62 % across the eight NATO nations surveyed say their country should use military force to defend a fellow NATO country, even if Russia got into a serious military conflict with one of its allies. Only about a quarter across these countries ( 23 % ) take the opposite view. And while 62 % of Germans and 53 % of Italians say their countries should defend a NATO ally in the event of a potential conflict with Russia, only 43 % of people in the other countries agree.","While only 36 % of U.S. NATO defending had within on site , the vast majority of those defending ( 31 % ) reported that within defend carried a .  ( By comparison , 58 % of secondary defending serious within ? said within carried a .  ) NATO defending in cities were less likely ? those in towns and rural areas to report that within carried a ."
320,multi_col-777.txt,Half of Americans see coronavirus harming China’s global influence,"Half of Americans say they think China will have less influence in world affairs after the coronavirus outbreak than it did before – more than twice as many as expect its influence to grow (17%) following the crisis (31% expect no real change). In comparison, a plurality of Americans expect their own country’s influence to remain largely unchanged (41%), while roughly three-in-ten each say U.S. influence will increase (29%) or decrease (29%).",dataset/multiColumn/imgs/777.png,dataset/multiColumn/data/777.csv,"Half of Americans see the coronavirus as harming China's global influence. This is a stark contrast to views about the U.S. pandemic and how China has handled the outbreak. In both countries, more Americans say China has a role on the world stage than it did a decade ago – but the share of Americans who see China as harming America's influence has fallen to 41 %.","By contrast , smaller shares of Americans who live in More areas ( 0 % ) or the suburbs ( 29_ % ) view China to 's global service as a influence in .  And a majority of both More and U.S coronavirus report that this is not an issue in influence local community , according to the survey , conducted Feb. 26-March 11 .  ( The survey categorized Americans as More , U.S or see based on influence own description of influence community type ."
321,multi_col-859.txt,Tea Party Republicans Views of Federal Agencies Percent with favorable opinion of. Defense Dept DEMOCRATS NON-TEA PARTY REPUBLICANS,"But Republicans and Republican leaners who agree with the Tea Party like some federal agencies as much as Democrats do. In fact, two-thirds or more viewed four federal agencies or departments favorably – the Department of Defense (75% favorable), the Centers for Disease Control (72%), NASA (70%), and the Department of Veterans Affairs (67%) – we asked about it under its former name, the Veterans Administration. For all four, there were virtually no differences in the opinions of Republicans and Republican leaners who agree with the Tea Party, those who do not and Democrats and Democratic leaners.",dataset/multiColumn/imgs/859.png,dataset/multiColumn/data/859.csv,"Tea Party Republicans have a favorable opinion of the Centers for Disease Control and Prevention ( CDC ), the Defense Department, and the CIA. Among other federal agencies asked about in a national survey by Pew Research Center, 74 % of Tea Party Republicans express a favorable view of the CDC and 74 % have a positive view of CIA. Support for the CIA is much higher among conservative Republicans at the GOP nomination level than among moderates and liberals at the Democratic Party.","While majorities of both SANASA and Party say there is at least some opinion Defense Party , this view is more widely held FOA Party ( 0 % ) than it is FOA SANASA ( 0 % ) .  Both SANASA and Party are substantially less Views to Federal opinion Defense SANASA .  SANASA are slightly more Views than Party to say there is a Percent or some opinion Defense SANASA ( 79.0 percent of SANASA , 67.0 percent of Party ) ."
322,multi_col-3932.txt,White evangelicals especially likely to say gene agnostics editing for babies crosses a line; most atheists and agnostics say it is just another avenue to betterment % of USS adults diseases who say gene editing giving healthy babies a much .reduced risk of serious diseases and conditions This is no different than other ways we try to be tter o urselves This idea crosses a line is med Idling with na ture,"Similar to Catholics, white mainline Protestants are ambivalent toward these issues, but they are more open to potential human enhancements in some ways. For instance, a majority (56%) of white mainline Protestants say gene editing for babies would be no different than other ways humans try to better themselves. Fewer (42%) say they are crossing a line and meddling with nature. “I think [mainline churches] will see much of this for what it is: an effort to take advantage of these new technologies to help improve human life,” says Ted Peters, professor of systematic theology at Pacific Lutheran Theological Seminary.",dataset/multiColumn/imgs/3932.png,dataset/multiColumn/data/3932.csv,"Many white evangelical Protestants think gene editing for healthy babies is no different than other ways we try to be better off. About two-thirds ( 67 % ) of white evangelicals say gene editing is just another way to better themselves. By contrast, just a third of white mainline Protestants ( 31 % ) and nearly half of Catholics ( 47 % ) say it is no more different than any other ways they try to improve themselves.","Opinion also differs across party lines .  Nearly eight-in-ten Democrats and Democratic-leaning independents ( 45 % ) see for likely laws as worth the cost , while a majority of Republicans and Republican leaners ( 53 % ) editing for likely say cost too many jobs and hurt the economy ."
