old_id,title,imgPath,caption,URL,dataPath,chartType,complexity,topic,bboxesPath,File_No,ocr-text
no_data-16929,Both e-reader and tablet ownership far behind other devices %of adults who own each gadget 100% 56% 50% 52%,multiColumn/imgs/6485.png,"Both e-book reader and tablet computer adoption levels among U.S. adults are still well below that of other tech devices that have been on the market longer. Cell phones are far and away the most popular digital device among U.S. adults today, followed by desktop and laptop computers, DVRs, and MP3 players.",https://www.pewresearch.org/internet/2011/06/27/e-reader-ownership-doubles-in-six-months/,multiColumn/data/6485.txt,bar,complex,Internet & Technology,multiColumn/bboxes/6485.json,multi_col-6485.txt,"Both e-reader and tablet ownership far behind other devices  | %of adults who own each gadget  | 100%  | 90%  | 80%  | 83%  | 70%  | 60%  | 57%  | 56%  | 50%  | 52%  | 40%  | 44%  | 30%  | 20%  | 10%  | 12%  | 8%  | 0%  | Cell Phone Desktop  | Tablet  | Laptop  | DVR  | MP3  | e-Reader  | Source: 2011 tracking The Pew Research N=2,277 Center's adults Internet 18 & and American older. Interviews Life Project, conducted April 26-May 22  | 2011 English tracking and Spanish survey. N=2,277 of adults ages 18 and older. Interviews conducted April 26-May in  | English tracking and Spanish Margin of error : ages +/-2 percentage points. "
no_data-24221,North Korea a Danger to Region,multiColumn/imgs/7665.png,"The six-party talks on North Korea – involving the United States, South Korea, North Korea, China, Japan and Russia – slated to begin Aug. 27 in Beijing reflect global public concern that the regime in Pyongyang poses a serious threat to Asian stability. But U.S. efforts to defuse the North Korean crisis take place against a backdrop of rising anti-Americanism in South Korea and occur at a time when fewer South Koreans show concern about the threat posed by their northern neighbor than do Americans, Australians and many Europeans.",https://www.pewresearch.org/global/2003/08/22/international-public-concern-about-north-korea/,multiColumn/data/7665.txt,bar,complex,Global Attributes & Trends,multiColumn/bboxes/7665.json,multi_col-7665.txt,North Korea a Danger to Region  | (May Danger 2003)  | Australia  | 39  | 40  | United States  | 38  | 39  | Germany  | 37  | 40  | 31  | Great Britain  | 40  | Canada  | 33  | 37  | South Korea  | 28  | France  | 18  | 38  | Indonesia  | 14  | 25  | Russia  | 12  | Great danger Moderate danger 
no_data-23585,Good dip domacy is the best way to ensure peace,multiColumn/imgs/7618.png,"However, an increasing number of Republicans subscribe to the view that military strength — rather than effective diplomacy — is the best way to ensure peace. The percentage endorsing diplomacy as the better option dropped from 46% in 1999 to 32% in 2004.
The movement among Democrats — in the opposite direction — has been just as dramatic. In the 1990s, roughly 60% of Democrats expressed the view that good diplomacy was the best way to ensure peace; that number rose to 76% in 2004.",https://www.pewresearch.org/politics/2005/01/24/politics-and-values-in-a-51-48-nation/,multiColumn/data/7618.txt,line,complex,U.S. Politics & Policy,multiColumn/bboxes/7618.json,multi_col-7618.txt,Good dip domacy is the best way to  | ensure peace  | 76  | 64  | 63  | 62  | 60 Manishouth  | 60  | 49  | 46  | 39  | 1996  | 1998  | 2000  | 2002  | 2004  | 1994  | Republican with Democrat  | Independent 
no_data-2810,"U.S. veterans in their prime working years generally more likely than non-veterans to be employed Employment-to--o--0 population ratio, veterans ages 25-54 (not seasonally adjusted)",multiColumn/imgs/1295.png,"Most U.S. veterans who served in the post-9/11 era say their military service was useful in giving them skills and training needed for jobs outside the military, a new Pew Research Center report finds. And in fact, veterans of prime working age generally fare at least as well in the U.S. job market as non-veterans, though there are some differences in the work they do and in which industries.",https://www.pewresearch.org/fact-tank/2019/09/17/how-veterans-and-non-veterans-fare-in-the-u-s-job-market/,multiColumn/data/1295.txt,line,complex,U.S. Politics & Policy,multiColumn/bboxes/1295.json,multi_col-1295.txt,"U.S. veterans in their prime working years generally  | more likely than non-veterans to be employed  | Employment-to--o--0 population ratio, veterans ages 25-54  | (not seasonally adjusted)  | 90%  | matanamatically Veterans  | matanamatically Veterans  | 80  | Non-veterans  | 70  | Aug.  | Aug.  | Aug  | Aug.  | Aug.  | Aug  | Aug  | 10  | '19  | '06  | '88  | 12  | '14  | '16  | Source: Pew Research Center analysis of Bureau of Labor Statistics data,  | PEW RESEARCH CENTER "
no_data-13794,Fewer Alternative Republicans Energy Research Back More Alternative Republicans Energy Research 84 Democrat 75 Independent,multiColumn/imgs/5716.png,"Just a few years ago, there was broad agreement on some – though not all – energy policy objectives. In 2006, during George W. Bush’s presidency, comparable majorities of independents (85%), Republicans (82%) and Democrats (77%) favored increasing federal funding for research on wind, solar and hydrogen technology.
Since then, support for funding alternative technology research has fallen by 24 points among Republicans (to 58%) and 10 points among independents (75%), while increasing slightly among Democrats (84%). Much of the change in opinions among Republicans came after Barack Obama took office in 2009. In September 2008, 85% of Republicans and 77% of independents favor increased funding for alternative energy research; in May of 2010, 61% of Republicans and 73% of independents favored more funding for alternative energy research.
There has been a similar trend in opinions about requiring better fuel efficiency for cars, trucks and SUVs. Seven years ago, large majorities across all partisan groups (87% of independents, 86% of Democrats and 85% of Republicans) favored higher fuel efficiency standards. The percentage of Democrats favoring this has changed little over this period (currently 84% favor), while falling 25 points among Republicans and 13 points among independents.",https://www.pewresearch.org/politics/2013/09/26/continued-support-for-keystone-xl-pipeline/,multiColumn/data/5716.txt,line,complex,U.S. Politics & Policy,multiColumn/bboxes/5716.json,multi_col-5716.txt,"Fewer Alternative Republicans Energy Research Back More  | Alternative Republicans Energy Research  | 55  | 84 Democrat  | 77  | 75 Independent  | 58 Republican  | 2006  | 2013  | And Better Vehicle Fuel Standards  | 87  | 86  | 84 Democrat  | 85  | .74 Independent  | 60 Republican  | 2006  | 2013  | PEW RESEARCH CENTER Sept, 4-8, 2013, "
no_data-8284,"Wide partisan divides over same-sex wedding services and public restroom use by transgender people Ifyou had to choose, which comes closest to your view? (%) wedding services provide should be required to provide those",multiColumn/imgs/3571.png,"Clear majorities of Democrats and independents who lean Democratic say that, regardless of religious objections, those providing wedding services should treat same-sex couples the same as other customers (67%), and that transgender people should be able to use facilities for the gender with which they currently identify (68%). In contrast, similar-sized majorities of Republicans and Republican leaners say that wedding-related business owners should be able to refuse service to same-sex couples on religious grounds (71%), and that transgender people should be required to use the public restrooms of the gender they were assigned at birth (67%).",https://www.pewresearch.org/fact-tank/2016/10/04/deep-divides-between-within-parties-on-public-debates-about-lgbt-issues/,multiColumn/data/3571.txt,bar,complex,U.S. Politics & Policy,multiColumn/bboxes/3571.json,multi_col-3571.txt,"Wide partisan divides over same-sex wedding services  | and public restroom use by transgender people  | Ifyou had to choose, which comes closest to your view? (%)  | Transgender people should be  | Businesses wedding that provide  | wedding services provide should be  | able to refuse to provide those  | required to use gender the public  | services to same -sex couples if  | restrooms of the gender they  | the objections business owner has religious  | objections to homosexuality religious  | were born into  | Total  | Dem/  | Rep/  | Dem/  | Total  | Rep/ Lean  | Lean  | Lean  | Lean  | Lean  | Dem  | Rep  | Dem  | Rep  | 71  | 67  | 48  | 46  | 30  | 29  | 27  | 30  | 49  | 51  | 67  | 68  | required to provide those  | allowed to use the public  | services to same sex couples  | restrooms of the gender with  | just as they would to all other  | which they currently gender identify  | customers  | Note: Don 't know/ No answer not shown.  | Source: Survey cond lucted Aug 16Se pt. 12 2016  | ""Where the Public Stands on Aug Re ligious Liberty vs Nondiscrimination""  | PEW RESEARCH CENTER "
no_data-12247,"Low Ratings for Obama on Economy, Foreign Policy View ofObama's handling of Economy Foreign policy",multiColumn/imgs/5228.png,"Negative ratings also extend to Obama’s handling of the U.S. economy. A 56%-majority disapproves of how Obama is dealing with the economy, compared with 40% who say they approve. While ratings of Obama’s job on the economy are poor, as they have been throughout much of his presidency, they have been worse at other points in his presidency, when disapproval reached into the 60s.
Similarly, far more disapprove (55%) than approve (36%) of Obama’s handling of foreign policy, though his current ratings are little different than they were last fall.",https://www.pewresearch.org/politics/2014/07/16/surge-of-central-american-children-roils-u-s-immigration-debate/,multiColumn/data/5228.txt,line,complex,U.S. Politics & Policy,multiColumn/bboxes/5228.json,multi_col-5228.txt,"Low Ratings for Obama on Economy, Foreign Policy  | View ofObama's handling of  | Economy  | Foreign policy  | Disapprove 65  | Disapprove  | Disapprove 60  | 57  | 56  | 56  | 55  | 52  | 40  | 36  | 34  | 33  | 31  | Approve  | Approve  | 24  | 09  | 10  | 11 12 13 14  | 09 10 11 12 13 14  | Survey conducted July 8-14. 2014 Don 'tknow responses notshown.  | PEW RESEARCH CENTER "
no_data-20564,"Figure 3 Hispanic Favorability Figure Ra tings of Political Figures (registeredHispanic voters,",multiColumn/imgs/7193.png,"Obama is rated favorably by 76% of Latino registered voters, making him much more popular among that voting group than McCain (44% favorable) and President Bush (27% favorable). Hillary Clinton’s ratings among Latino registered voters are 73% favorable and 24% unfavorable; Obama’s are 76% favorable and 17% unfavorable.",https://www.pewresearch.org/hispanic/2008/07/24/2008-national-survey-of-latinos-hispanic-voter-attitudes/,multiColumn/data/7193.txt,bar,complex,Hispanic Trends,multiColumn/bboxes/7193.json,multi_col-7193.txt,"Figure 3  | Hispanic Favorability Figure Ra tings of Political Figures  | (registeredHispanic voters,  | Unfavorable  | Favorable  | Oba ma  | 76  | Clinton  | 73  | 24  | McCain  | 47  | 44  | Bush  | 69  | 27  | Note: Responses of 'Never heard of ""Can'trate and ""Refused""  | not shown.  | Source: National Survey of Latinos 2008 "
no_data-8541,Many see their economy as weak The current economic situation in our country is,multiColumn/imgs/3692.png,"Almost a decade after the global financial crisis rattled national economies, many in the world feel their respective countries’ economies remain weak. A new Pew Research Center survey reveals a bleak picture in parts of Europe, with more than eight-in-ten in Greece, France and Spain describing their country’s economic situation as bad. This gloom is not shared by all in the European Union, however – most Swedes, Germans and Dutch say their economy is doing well. And in China, India and Australia, views are mostly positive.
Just three of the 12 nations for which trends are available have seen an increase of public confidence in their national economy in the past year. This mirrors the International Monetary Fund’s projection that 2016’s global growth will be modest and fragile. In two major economies – Canada and Japan – views about economic conditions have become more negative than they were in 2015.",https://www.pewresearch.org/global/2016/08/09/views-on-national-economies-mixed-as-many-countries-continue-to-struggle/,multiColumn/data/3692.txt,bar,complex,Global Attributes & Trends,multiColumn/bboxes/3692.json,multi_col-3692.txt,Many see their economy as weak  | The current economic situation in our country is  | Bad  | Good  | Canada  | 48%  | 48%  | U.S.  | 54  | 44  | Swed en  | 23  | 76  | 22  | Germany  | 75  | Netherla unds  | 37  | 61  | Poland  | 46  | 49  | UK  | 47  | 47  | Hungary  | 62  | 37  | 66  | 33  | Italy  | 13  | Spa in  | 86  | France  | 86  | Greece  | 97  | China  | 87  | India  | 80  | Australia  | 40  | 57  | 68  | 30  | Ja pan  | Source: Spring 2016 Global Attitudes Survey Q3.  | PEW RESEARCH CENTER 
no_data-1995,"the Asian immigrant workers are most likely to work in high-skill jobs % of employed foreign- born workers, by importance ofa skill, 2018 Hispanic 11 16 17",multiColumn/imgs/968.png,"In 2018, Asian and white immigrants were much more likely than Hispanic and black immigrants to work in nonmechanical, high-skill occupations. For example, 42% of Asian immigrants and 36% of white immigrants worked in jobs where analytical skills are most important, such as chemical engineers and computer programmers, compared with 23% of black immigrants and just 11% of Hispanic immigrants. There were similar differences in jobs in which fundamental and managerial skills are most important. White immigrants were more likely than those in other groups to work in jobs prioritizing social skills.
Hispanic immigrants are most likely to be employed in lower-skill nonmechanical occupations. In 2018, the majority of Hispanic immigrants worked in occupations where analytical (57%) and fundamental (51%) skills are least important, and four-in-ten or more worked in occupations in which social or managerial skills are least important. These shares were significantly higher than those among other immigrant groups. For example, about one-in-five or fewer black, white and Asian immigrants were employed in occupations where social skills were least important.",https://www.pewresearch.org/fact-tank/2020/02/24/the-share-of-immigrant-workers-in-high-skill-jobs-is-rising-in-the-u-s/,multiColumn/data/968.txt,bar,complex,Global Attributes & Trends,multiColumn/bboxes/968.json,multi_col-968.txt,"the Asian immigrant workers are  | most likely to work in high-skill jobs  | % of employed foreign- born workers, by importance ofa  | skill, 2018  | Most important  | More important  | Less important  | Least important  | Social skills  | White  | 23  | 45  | 18  | 14  | Asian  | 36  | 32  | 20 12  | Black  | 34  | 25  | 22  | 19  | Hispanic  | 21  | 12  | 26  | 40  | Fundamental skills  | White  | 39  | 26  | 17  | 18  | Asian  | 37  | 27  | 15  | 20  | Black  | 28  | 17  | 28  | 27  | Hispanic  | 12  | 15  | 22  | 51  | Analytical skills  | White  | 36  | 24  | 15  | 25  | Asian  | 42  | 19  | 12 27  | Black  | 23  | 18 14  | 45  | Hispanic 11 16 17  | 57  | Managerial skills  | White  | 39  | 25  | 17  | 19  | Asian  | 34  | 30  | 14 22  | Black  | 27  | 19  | 24  | 30  | Hispanic  | 17  | 15  | 23  | 45  | Mechanical skills  | White 8  | 21  | 37  | 33  | Asian 21  | 41  | 32  | Black 9 20  | 47  | 24  | Hispanic 12  | 42  | 27  | 19  | Note: Figures may not add to 100% due to rounding. Full- and part-  | time workers ages 16 and older. White black and Asian adults  | include those who report being only one race and are non-Hispanic.  | Hispanics are of any race Asians include Pacific slanders.  | Occupations are ranked by the ratings for skill, and those in the  | highest quartile of a skill are ones in which that skill is most  | important. A skill is more important"" in occupations in the second  | highest quartile ""less important"" in occupations in the third highest  | quartile and ""least important"" in occupations in the lowest quartile.  | An occupation may rank at the top or the bottom with respect to  | more than one skill  | Source: Pew Research Center analysis of 0*NET (Version 23) and  | 2018 Current Population Survey (IPUMS). 0*NET  | PEW RESEARCH CENTER "
no_data-2369,Muslims and Hindus live in biggest households Average individual resides in a household of,multiColumn/imgs/1128.png,"Christians, Muslims, Hindus, Buddhists, Jews and the religiously unaffiliated around the world are distributed in different ways across household types and sizes. And there are noticeable variations among these groups within regions and even within single countries.
Worldwide, Muslims live in the biggest households. The average Muslim lives in a home of 6.4 people, followed by Hindus (5.7), Christians (4.5), Buddhists (3.9), the religiously unaffiliated – also known as “nones” (3.7) – and Jews (3.7). In the 15 countries in the study that have the world’s biggest households, Islam is the largest religion in all but one (Benin), and these nations are all in Africa, the Middle East and Asia. Christians and the religiously unaffiliated are the largest groups in the 15 countries with the smallest households, which are all in Europe, with the exception of South Korea. For all people, households are biggest in sub-Saharan Africa (6.9) and smallest in Europe (3.1).",https://www.pewresearch.org/fact-tank/2019/12/13/key-findings-how-living-arrangements-vary-by-religious-affiliation-around-the-world/,multiColumn/data/1128.txt,bar,complex,Social & Demographic Trends,multiColumn/bboxes/1128.json,multi_col-1128.txt,Muslims and Hindus live in biggest  | households  | Average individual resides in a household of  | people  | Muslims  | 6. .4  | Hindus  | 5.7  | Christians  | 4.5  | Buddhists  | 3.9  | Unaffiliated  | 3. 7  | Jews  | 3 7  | All  | 4.9  | Source: Pew Research Center analysis of 2010-2018 census and  | survey data See Methodology for details  | il Religion and Living Arrangements Around the World  | PEW RESEARCH CENTER 
no_data-5778,Three-in-ten say increased outsourcing of jobs has hurt their job or career % saying each of the following has done more to,multiColumn/imgs/2490.png,"Among Americans who are employed or have been looking for work, increased outsourcing of jobs to other countries tops the list of trends they say have hurt their job or career. Three-in-ten say this is the case, compared with roughly one-in-five (22%) who say the same about the growing number of immigrants working in the U.S. and 20% who blame a rise in imports. Overall, however, majorities say these factors haven’t made much difference in their job or career.",https://www.pewresearch.org/fact-tank/2018/01/23/americans-see-both-good-and-bad-in-trends-that-are-changing-the-workplace/,multiColumn/data/2490.txt,bar,complex,Economy & Work,multiColumn/bboxes/2490.json,multi_col-2490.txt,"Three-in-ten say increased outsourcing  | of jobs has hurt their job or career  | % saying each of the following has done  | more to  | Help their Hurt their job  | job or career or career  | Increased jobs outsourcing of  | 30%  | jobs to other outsourcing countries  | Growing number of  | 15  | 22  | immigrants Growing working in U.S.  | More forer gn- made  | 10  | 20  | products being sold gn- in U.S.  | Automation of jobs  | 23  | 19  | Growing emphasis on  | 30  | diversity In the workplace  | More women in workforce 30  | More U.S made products  | 23  | being sold abroad  | Note: Based on those who are employed, unemployed but  | looking for work or who have looked but couldn't find a job.  | Majorities (not shown here) say these trends haven it made  | much of a difference for their job or career.  | Source: Survey of U.S adults conducted Aug 8-21 and Sept  | 14 28, 2017  | PEW RESEARCH CENTER "
no_data-12927,Record Anti -Incumbency Mood Would like to see the your representative in Congress re-elected in the next your election representative,multiColumn/imgs/5436.png,"Last fall, a Pew Research Center survey also found record anti-incumbent sentiment, though it went about measuring it somewhat differently. We asked registered voters whether or not they’d like to see their representative re-elected in the next election. Fully 38% said no, the highest level for that response in the two decades we have been asking that question.",https://www.pewresearch.org/fact-tank/2014/03/05/publics-anti-incumbent-mood-hasnt-always-predicted-big-electoral-swings/,multiColumn/data/5436.txt,bar,complex,U.S. Politics & Policy,multiColumn/bboxes/5436.json,multi_col-5436.txt,"Record Anti -Incumbency Mood  | Would like to see the your representative in Congress  | re-elected in the next your election representative  | 66  | 62  | 58  | 57  | 52  | 49  | 48  | Yes  | 38  | No  | 29  | 29  | 25  | 23  | 22  | 22  | 1990 1994 1998 2002 2006 2010 2014  | PEW RESEARCH CENTER Oct, 9-13 2013 Q10,  | Based on registered voters 1990 Data from earliest Gallup surveyin each  | Based midterm on election registered cycle; voters 1990 Data data from from earliest Gallup "
no_data-16213,News Interest vs. News Coverage News Interest,multiColumn/imgs/6292.png,"The growing controversy over the shooting death of 17-year-old Trayvon Martin in Florida was the public’s top story last week, though African Americans express far greater interest in news about the killing than do whites.
Overall, a quarter of Americans (25%) say they followed news about the African American teenager killed by a community watch volunteer more closely than any other story. Smaller percentages say they followed news about the presidential elections (16%) or the economy (15%) most closely, according to the latest weekly News Interest Index survey, conducted March 22-25, 2012, among 1,003 adults by the Pew Research Center for the People & the Press.",https://www.pewresearch.org/politics/2012/03/27/trayvon-martin-killing-publics-top-news-story/,multiColumn/data/6292.txt,bar,complex,U.S. Politics & Policy,multiColumn/bboxes/6292.json,multi_col-6292.txt,"News Interest vs. News Coverage  | News Interest  | News Coverage  | Death of Trayvon Martin  | 25  | 19  | 2012 elections  | 16  | 17  | Economy  | 15  | 6  | Killings in Afghanistan  | 12  | 8  | NFL/N. O. Saints  | Killings in France  | News interest shows the percentage ofpeople who say they followed this 2012 story most  | closely, Pew shows Research the Center for ofnews the People & the Press devoted March each 22-25 story, 2012 News  | coverage shows the percentage ofnews People coverage devoted March to each story, Pew  | Research coverage Center's the Project percentage for Exce Ilence inJournalism, coverage March each 19-25, story, 2012, "
no_data-10637,"In Public's View, GOP-Led Congress Fails to Impress % who say in Congress are keeping campaign promises.. Reps 1995 Dems 2007 Reps 2011 Reps 2015 In itsfirst 100 days, has new Congress accomplished...",multiColumn/imgs/4573.png,"The new Republican-led Congress is drawing harsh reviews from the public – including most Republicans. Just 23% of Americans say congressional Republicans are keeping the promises they made during last fall’s campaign, while 65% say they are not.",https://www.pewresearch.org/politics/2015/05/21/negative-views-of-new-congress-cross-party-lines/,multiColumn/data/4573.txt,bar,complex,U.S. Politics & Policy,multiColumn/bboxes/4573.json,multi_col-4573.txt,"In Public's View, GOP-Led Congress  | Fails to Impress  | % who say  | in Congress are keeping campaign  | promises..  | 59  | 40  | 33  | 23  | Reps 1995 Dems 2007 Reps 2011 Reps 2015  | In itsfirst 100 days, has new Congress accomplished...  | More than expected  | About what expected  | Less tha n expected  | 18  | 53  | 64  | 65  | 37  | 19  | 12  | Reps 1995 Dems 2007  | Reps 2015  | Survey conducted May 12-18 2015  | PEW RESEARCH CENTER "
no_data-18579,"Measuring News Interest Percent following each Which one story closely""? did you",imgs/1369.png,"About four-in-ten (42%) say they followed news about the economy very closely last week, much more than the 23% that said they were very closely following news about the impact of the volcano in Iceland. In addition, about a quarter (27%) say they very closely followed news about proposals for more strict regulation of banks and financial institutions.
About two-in-ten (21%) say they followed news about the deadly explosion on an off-shore oil rig near the coast of Louisiana very closely; 12% say this was the story they followed most closely. News about the explosion made up 5% of coverage, according to PEJ.
A smaller percentage (14%) say they very closely followed reports about the Vatican’s handling of sex-abuse scandals within the Catholic Church; 6% say this was the story they followed most closely. Interest in the stories is similar to interest in late March, when 17% said they were following developments in this scandal very closely. The stories made up 1% of coverage last week.",https://www.pewresearch.org/politics/2010/04/28/economy-volcanic-ash-top-news-interest/,data/1369.txt,bar,simple,U.S. Politics & Policy,bboxes/1369.json,two_col-1369.txt,"Measuring News Interest  | Percent following each  | Which one story closely""? did you  | story very following closely  | Follow most story closely""? you  | 24  | Economy 42  | Volcanic ash 23  | 20  | Rig explosion 21  | 12  | 6 S 9  | Fin regulation 27  | Vatican scandal 14  | 201 Q elections 20 "
no_data-14304,50% say today's digital technologies make writing it EASIER ,imgs/1134.png,"Despite some challenges, 50% of these teachers (across all subjects) say the internet and digital tools make it easier for them to teach writing, while just 18% say digital technologies make teaching writing more difficult. The remaining 31% see no real impact.",https://www.pewresearch.org/internet/2013/07/16/the-impact-of-digital-tools-on-student-writing-and-how-writing-is-taught-in-schools/,data/1134.txt,pie,simple,Internet & Technology,bboxes/1134.json,two_col-1134.txt,"50% say today's digital technologies make writing it EASIER  | for them to shape digital or improve technologies student writing  | Do today's digital technologies make it EASIER or MORE DIFFICULT for you as a  | teacher to shape or improve student writing, or do they have NO IMPACT?  | No  | impact  | 31%  | Easier  | 50%  | More  | difficult  | 18%  | Source: The Pew Research Center's Internet & American Life Project Online  | Survey of Teachers March 7 to April 23 2012 Based on a non-representative  | sample of2, .067 middle and high school teachers "
no_data-3727,Indians see emigration as a big problem.,imgs/258.png,"When asked if people leaving for jobs in other countries posed a problem for India, more than six-in-ten (64%) said this type of emigration was a problem, including nearly half (49%) saying it is a very big problem. Although outmigration itself may not be viewed favorably, in 2016 Indian migrants abroad collectively sent nearly $63 billion worth of remittances back to family and friends living in India, or roughly 3% of total gross domestic product.",https://www.pewresearch.org/global/2019/03/25/a-sampling-of-public-opinion-in-india/,data/258.txt,pie,simple,Global Attributes & Trends,bboxes/258.json,two_col-258.txt,"Indians see emigration as  | a big problem  | People leaving our country for jobs  | in other countries is a  | Small/not  | problem  | 18%  | Very/  | moderately  | Don't  | big problem  | know  | 64%  | 17%  | Source Spring 2018 Global Attitudes Survey  | conducted among Indian adults from May  | 23-July 23, 2018 Q51.  | PEW RESEARCH CENTER "
no_data-945,Americans continue to lose faith in Xi % who say they thing have in Chinese President Xi Jinping to do the rright thing regarding world affairs,multiColumn/imgs/529.png,"When asked how much confidence they have in Chinese President Xi Jinping to do the right thing regarding world affairs, about three-quarters of Americans say they have not too much confidence or no confidence at all (77%). And, for the first time since the question was first asked in 2014, a majority (55%) now say they have no confidence at all in the Chinese president. This is a 10-point increase from March and more than double the share who said so last year.",https://www.pewresearch.org/global/2020/07/30/americans-fault-china-for-its-role-in-the-spread-of-covid-19/,multiColumn/data/529.txt,area,complex,Global Attributes & Trends,multiColumn/bboxes/529.json,multi_col-529.txt,"Americans continue to lose faith in Xi  | % who say they thing have in Chinese President Xi Jinping  | to do the rright thing regarding world affairs  | 100 %  | 77  | 71  | NET  | 60  | 58  | 50  | 50  | Not too much  | confidence  | No confidence  | at all  | 2014  | 2016  | 2018  | 2020  | Source: Survey of U.S adults conducted June 16-July 14. 2020  | Q15b  | Americans Fault China for Its Role in the Spread of COVID-19""  | PEW RESEARCH CENTER "
no_data-7823,U.S. admits its highest number of Muslim refugees on record in fiscal 2016 Number of refugees entering the USS by religious affiliation 90K 70,multiColumn/imgs/3372.png,"In fiscal 2016, which ended Sept. 30, the U.S. resettled nearly 85,000 refugees within its borders, the most since 1999. As in Europe, there has been much discussion in the U.S. about which refugees should be admitted, both in terms of their origins and their religious affiliations. The U.S. has seen a shift in the origins of refugees, with most in recent years coming from Asia, Africa and the Middle East. During the 1990s, most were from Europe. At the same time, a record number of U.S. refugees in fiscal 2016 were Muslim, with most coming from Syria and Somalia. Refugees are resettled all over the U.S., but more than half (54%) were resettled in just 10 states.",https://www.pewresearch.org/fact-tank/2016/12/15/international-migration-key-findings-from-the-u-s-europe-and-the-world/,multiColumn/data/3372.txt,bar,complex,U.S. Politics & Policy,multiColumn/bboxes/3372.json,multi_col-3372.txt,"U.S. admits its highest number of Muslim refugees  | on record in fiscal 2016  | Number of refugees entering the USS by religious affiliation  | 90K  | 80  | 70  | 60  | Unaffiliated  | 50  | Other  | 40  | 30 Unknown  | Christian  | 20  | Muslim  | 10  | '02 '03 100 `05 '06 '07 '08 '09 10 '11 12 '13 '14 '15 16  | FISCAL YEAR  | Note: Other religions include Hindus, Buddhists Jews and other religions. Data  | do not include special immigrant visas and certain humanitarian parole entrants.  | Fiscal years are Oct. 1 through Sept 30 each year.  | Source: U.S State Depa rtment's Refugee Processing Center accessed  | Oct. 3. 2016.  | PEW RESEARCH CENTER "
no_data-13500,"Chances of a(nother) Black President, 1993 and 2010 % saying the chances are Excellent Good 2010: What do you think are the chances will thata president black other than Barack Obama will be elected",multiColumn/imgs/5634.png,"Five years ago today, on November 4, 2008, Barack Obama won the presidency and became our first African American president. The historic moment may not have come as a surprise to many. Twenty years ago, about half of Americans (54%) thought the chances were good that we would have a black president by now, according to a 1993 Gallup/CNN/USA Today survey of U.S. adults, while 45% thought the chances were slim.
In 1993, one-in-ten adults thought that the chances were “excellent” that we would elect a black American as president, 44% thought the chances were “good,” 24% thought they were “not good” and 21% thought they were “poor.”",https://www.pewresearch.org/fact-tank/2013/11/04/black-president-by-2013-twenty-years-ago-about-half-of-americans-thought-there-was-a-good-chance/,multiColumn/data/5634.txt,bar,complex,U.S. Politics & Policy,multiColumn/bboxes/5634.json,multi_col-5634.txt,"Chances of a(nother) Black  | President, 1993 and 2010  | % saying the chances are  | Excellent Good  | eNot good  | Poor  | 2010: What do you think are the chances will thata  | president black other than Barack Obama will be elected  | president in the next 20 years?  | 13  | 52  | 21  | 13  | 1993: will What do you think president are the chances thata  | black will be elected president in chances the next 20 years?  | 10  | 44  | 24  | 21  | Note: Don't know) Refused"" responses not shown.  | Source: CNN/USA CNN/ORC Today poll, July poll, 16- Aug. 21, 2010 (N=1, 1993 468);  | Source: Gallup/ CNN/USA CNN/ORC Today poll, July poll, 16- Aug. 21, 23-25, 2010 (N=1, 1993 468); (N=1, 065)  | PEW RESEARCH CENTER "
no_data-8851,"Europeans overwhelmingly agree that UK departure would hurt the EU If the UK were to leave the European Union, this would be a for the EU",multiColumn/imgs/3850.png,"There is overwhelming sentiment across Europe that Brexit would be a bad thing for the European institution: 89% in Sweden, 75% in the Netherlands and 74% in Germany say the British leaving would be not good for the EU.
France is the only country where more than a quarter (32%) of the public says it would be positive for the EU if the UK departed.
Notably, in all nine countries where the question was asked, large pluralities of people on the left, in the middle and on the right of the political spectrum say a UK exit from the EU would be a bad thing for the EU. But the breakdown in sentiment by political party is more complex. In France, nearly seven-in-ten (71%) supporters of the Socialist and Republican parties believe it would not be good for the EU if the UK left. However, National Front backers are nearly divided on the topic. And even though the German AfD shares many of the criticisms of the EU with the UK Independence Party, two-thirds of Germans who have a favorable opinion of the AfD think it would be a bad thing for the EU if the UK left.",https://www.pewresearch.org/global/2016/06/07/euroskepticism-beyond-brexit/,multiColumn/data/3850.txt,bar,complex,Global Attributes & Trends,multiColumn/bboxes/3850.json,multi_col-3850.txt,"Europeans overwhelmingly agree that  | UK departure would hurt the EU  | If the UK were to leave the European Union, this would  | be a for the EU  | Bad thing  | Good thing  | Sweden 89%  | 8%  | Nethe rla unds  | 75  | 17  | Germany  | 74  | 16  | 70  | Hungary  | 10  | 70  | Spa in  | 16  | 11 14  | Poland  | 66  | 65  | Greece  | France  | 62  | 32  | 57  | 23  | Italy  | Note: Question notasked in the UK  | Source: Spring 2016 Global Attitudes Survey. Q50N.  | ""Euroskepticism Beyond Brexit""  | PEW RESEARCH CENTER "
